Roll_Code,Math,English,Science,Total,Year
2022_B12258,52,66,24,142,2022
2021_B12259,4,72,94,170,2021
2022_B12260,62,93,56,211,2022
2022_C12261,0,38,24,62,2022
2019_C12262,0,81,58,139,2019
2022_B12263,83,19,77,179,2022
2022_A12264,90,24,26,140,2022
2019_C12265,18,33,28,79,2019
2019_C12266,55,66,77,198,2019
2022_B12267,93,79,52,224,2022
2021_B12268,7,52,44,103,2021
2022_C12269,83,92,33,208,2022
2019_C12270,51,12,96,159,2019
2019_B12271,39,39,59,137,2019
2021_A12272,96,76,90,262,2021
2022_B12273,25,12,21,58,2022
2022_C12274,70,89,83,242,2022
2019_C12275,87,90,71,248,2019
2022_C12276,57,92,36,185,2022
2019_C12277,59,93,51,203,2019
2021_B12278,81,56,66,203,2021
2019_A12279,59,82,54,195,2019
2022_A12280,64,32,54,150,2022
2022_B12281,89,69,24,182,2022
2021_C12282,76,45,96,217,2021
2019_A12283,60,83,94,237,2019
2019_A12284,47,54,91,192,2019
2022_C12285,84,39,33,156,2022
2021_A12286,64,91,82,237,2021
2019_C12287,78,73,32,183,2019
2021_A12288,80,60,56,196,2021
2021_A12289,29,69,50,148,2021
2021_A12290,77,75,61,213,2021
2019_A12291,84,49,22,155,2019
2021_C12292,50,50,97,197,2021
2021_B12293,86,52,26,164,2021
2021_C12294,37,70,74,181,2021
2021_B12295,7,68,99,174,2021
2022_C12296,85,72,98,255,2022
2022_B12297,98,45,79,222,2022
2019_C12298,60,66,45,171,2019
2021_B12299,61,40,73,174,2021
2021_A12300,86,22,87,195,2021
2022_A12301,34,44,88,166,2022
2022_A12302,84,11,79,174,2022
2021_C12303,91,26,24,141,2021
2019_B12304,90,55,22,167,2019
2019_C12305,54,83,92,229,2019
2019_B12306,32,93,91,216,2019
2021_B12307,9,73,26,108,2021
2021_A12308,31,29,28,88,2021
2022_B12309,12,16,73,101,2022
2022_A12310,73,36,59,168,2022
2022_B12311,39,16,82,137,2022
2021_B12312,97,70,22,189,2021
2021_B12313,17,70,68,155,2021
2022_B12314,22,72,39,133,2022
2019_A12315,25,83,66,174,2019
2021_B12316,60,84,60,204,2021
2022_C12317,41,27,66,134,2022
2019_C12318,65,93,66,224,2019
2021_A12319,7,85,78,170,2021
2021_C12320,26,21,74,121,2021
2022_C12321,85,30,71,186,2022
2021_C12322,100,77,63,240,2021
2021_A12323,15,87,89,191,2021
2019_C12324,41,71,55,167,2019
2022_B12325,18,57,48,123,2022
2021_A12326,79,12,50,141,2021
2021_C12327,19,61,58,138,2021
2019_C12328,77,35,37,149,2019
2022_A12329,93,72,59,224,2022
2022_A12330,65,32,37,134,2022
2022_A12331,9,75,22,106,2022
2022_C12332,18,87,61,166,2022
2019_C12333,26,41,95,162,2019
2019_B12334,40,97,71,208,2019
2022_A12335,46,20,26,92,2022
2019_B12336,35,23,99,157,2019
2022_C12337,95,54,21,170,2022
2019_B12338,83,16,27,126,2019
2022_A12339,69,58,39,166,2022
2019_A12340,47,49,32,128,2019
2021_B12341,55,66,33,154,2021
2022_B12342,38,13,65,116,2022
2019_C12343,20,75,44,139,2019
2021_B12344,18,21,40,79,2021
2021_A12345,40,59,21,120,2021
2022_B12346,7,14,76,97,2022
2021_A12347,5,57,61,123,2021
2019_A12348,84,80,62,226,2019
2021_B12349,84,41,34,159,2021
2022_B12350,25,59,52,136,2022
2021_B12351,90,60,27,177,2021
2021_C12352,42,52,36,130,2021
2019_B12353,22,27,78,127,2019
2022_C12354,70,22,83,175,2022
2019_A12355,37,23,93,153,2019
2022_A12356,60,22,40,122,2022
2022_B12357,77,24,72,173,2022
2021_A12358,77,52,53,182,2021
2019_A12359,43,41,21,105,2019
2019_A12360,56,49,42,147,2019
2019_B12361,76,56,44,176,2019
2019_C12362,6,33,35,74,2019
2022_A12363,95,40,48,183,2022
2022_B12364,48,30,56,134,2022
2021_B12365,96,32,50,178,2021
2022_C12366,63,61,63,187,2022
2019_C12367,70,93,82,245,2019
2022_A12368,62,26,31,119,2022
2019_A12369,1,86,76,163,2019
2019_B12370,56,74,88,218,2019
2022_A12371,37,39,52,128,2022
2022_B12372,4,93,80,177,2022
2022_B12373,68,70,95,233,2022
2019_A12374,34,14,80,128,2019
2021_B12375,24,90,24,138,2021
2021_C12376,10,16,34,60,2021
2022_C12377,82,48,72,202,2022
2019_C12378,94,87,87,268,2019
2019_C12379,59,80,23,162,2019
2022_A12380,52,69,29,150,2022
2022_B12381,44,23,38,105,2022
2021_B12382,48,36,85,169,2021
2022_A12383,30,81,71,182,2022
2022_B12384,16,87,52,155,2022
2021_C12385,70,87,95,252,2021
2022_B12386,13,88,62,163,2022
2021_B12387,33,79,90,202,2021
2019_C12388,26,40,39,105,2019
2021_A12389,20,93,80,193,2021
2022_B12390,43,42,76,161,2022
2019_B12391,74,14,84,172,2019
2019_A12392,63,41,84,188,2019
2021_C12393,44,26,83,153,2021
2022_B12394,42,88,25,155,2022
2022_C12395,50,31,51,132,2022
2019_B12396,97,43,23,163,2019
2019_C12397,96,15,46,157,2019
2019_A12398,15,82,36,133,2019
2019_C12399,51,63,94,208,2019
2021_B12400,23,20,53,96,2021
2022_B12401,91,49,60,200,2022
2019_A12402,87,49,41,177,2019
2022_A12403,76,19,50,145,2022
2022_C12404,86,55,94,235,2022
2022_C12405,61,95,62,218,2022
2019_C12406,22,73,32,127,2019
2021_A12407,44,65,95,204,2021
2019_A12408,26,55,47,128,2019
2021_B12409,25,50,52,127,2021
2022_C12410,10,30,33,73,2022
2021_B12411,96,37,95,228,2021
2019_C12412,64,29,81,174,2019
2021_B12413,74,51,51,176,2021
2022_A12414,25,34,51,110,2022
2021_B12415,70,29,23,122,2021
2019_C12416,28,53,43,124,2019
2021_B12417,78,15,92,185,2021
2019_A12418,70,46,85,201,2019
2021_A12419,31,27,31,89,2021
2021_B12420,66,97,55,218,2021
2019_C12421,58,58,97,213,2019
2021_A12422,26,87,60,173,2021
2022_B12423,52,53,28,133,2022
2021_A12424,64,22,71,157,2021
2022_C12425,82,15,66,163,2022
2019_A12426,36,74,97,207,2019
2022_B12427,78,34,24,136,2022
2021_A12428,96,54,35,185,2021
2022_B12429,29,80,57,166,2022
2021_A12430,2,76,72,150,2021
2019_C12431,81,25,21,127,2019
2021_C12432,29,56,24,109,2021
2019_C12433,64,57,28,149,2019
2022_C12434,87,63,88,238,2022
2022_B12435,75,87,63,225,2022
2021_B12436,86,78,55,219,2021
2021_A12437,87,96,98,281,2021
2022_A12438,55,37,45,137,2022
2022_B12439,37,67,28,132,2022
2022_A12440,3,57,94,154,2022
2021_A12441,6,12,50,68,2021
2022_B12442,89,48,75,212,2022
2022_C12443,58,83,83,224,2022
2022_A12444,89,69,33,191,2022
2019_A12445,40,87,49,176,2019
2022_C12446,43,53,83,179,2022
2019_B12447,9,40,87,136,2019
2022_B12448,0,30,95,125,2022
2021_C12449,29,88,91,208,2021
2022_C12450,98,21,28,147,2022
2022_B12451,37,95,50,182,2022
2021_B12452,100,11,89,200,2021
2019_B12453,67,74,37,178,2019
2022_C12454,57,97,88,242,2022
2022_B12455,47,56,52,155,2022
2021_A12456,60,65,57,182,2021
2019_A12457,98,87,33,218,2019
2022_B12458,94,74,24,192,2022
2021_C12459,83,78,44,205,2021
2022_C12460,96,57,55,208,2022
2022_A12461,42,84,53,179,2022
2019_B12462,5,35,65,105,2019
2021_C12463,50,22,38,110,2021
2022_B12464,18,26,61,105,2022
2021_C12465,75,55,50,180,2021
2022_B12466,67,74,61,202,2022
2022_C12467,43,56,92,191,2022
2019_B12468,9,92,62,163,2019
2021_C12469,97,87,92,276,2021
2022_A12470,33,75,92,200,2022
2019_B12471,8,47,67,122,2019
2019_A12472,51,73,98,222,2019
2019_C12473,27,65,78,170,2019
2021_B12474,20,78,40,138,2021
2021_C12475,83,94,45,222,2021
2021_A12476,12,11,30,53,2021
2022_A12477,2,17,91,110,2022
2022_A12478,23,30,95,148,2022
2022_B12479,51,56,51,158,2022
2019_A12480,91,62,93,246,2019
2019_B12481,66,25,48,139,2019
2019_A12482,12,42,84,138,2019
2019_C12483,15,42,95,152,2019
2019_A12484,47,44,44,135,2019
2021_B12485,9,78,34,121,2021
2021_C12486,53,34,25,112,2021
2022_B12487,54,65,73,192,2022
2022_C12488,23,33,60,116,2022
2022_C12489,60,62,21,143,2022
2022_B12490,87,60,93,240,2022
2022_A12491,20,57,35,112,2022
2019_A12492,31,75,72,178,2019
2019_C12493,34,53,27,114,2019
2021_C12494,41,67,75,183,2021
2019_C12495,77,86,39,202,2019
2021_A12496,78,25,96,199,2021
2019_C12497,12,48,22,82,2019
2022_C12498,56,16,80,152,2022
2022_C12499,33,30,61,124,2022
2022_A12500,41,29,28,98,2022
2021_A12501,71,54,34,159,2021
2019_B12502,72,77,46,195,2019
2019_B12503,78,93,69,240,2019
2019_C12504,51,46,22,119,2019
2021_C12505,30,49,53,132,2021
2019_C12506,74,13,95,182,2019
2022_A12507,99,39,35,173,2022
2021_B12508,16,18,92,126,2021
2022_A12509,95,11,68,174,2022
2022_C12510,55,89,42,186,2022
2021_B12511,94,53,59,206,2021
2022_A12512,73,62,51,186,2022
2021_A12513,66,57,65,188,2021
2019_B12514,37,48,91,176,2019
2022_B12515,17,55,62,134,2022
2022_B12516,50,95,52,197,2022
2021_B12517,46,38,24,108,2021
2019_A12518,27,80,36,143,2019
2021_A12519,97,31,31,159,2021
2019_B12520,95,55,91,241,2019
2019_A12521,77,71,80,228,2019
2021_B12522,85,35,24,144,2021
2021_B12523,60,64,40,164,2021
2019_C12524,14,23,61,98,2019
2021_B12525,74,23,61,158,2021
2022_B12526,29,71,55,155,2022
2021_C12527,27,91,70,188,2021
2022_A12528,47,61,83,191,2022
2022_C12529,31,76,60,167,2022
2019_A12530,99,70,97,266,2019
2021_C12531,34,74,27,135,2021
2021_B12532,67,34,27,128,2021
2022_C12533,40,59,61,160,2022
2021_C12534,17,50,87,154,2021
2021_A12535,73,48,80,201,2021
2022_A12536,100,92,31,223,2022
2022_C12537,81,31,26,138,2022
2019_C12538,97,96,30,223,2019
2021_A12539,29,46,51,126,2021
2019_A12540,76,53,93,222,2019
2022_A12541,32,84,65,181,2022
2022_C12542,72,67,29,168,2022
2022_C12543,44,51,34,129,2022
2022_A12544,49,96,90,235,2022
2019_C12545,71,84,83,238,2019
2019_B12546,45,54,74,173,2019
2019_A12547,20,68,40,128,2019
2021_B12548,6,29,59,94,2021
2021_C12549,36,77,90,203,2021
2022_A12550,33,22,21,76,2022
2021_A12551,81,34,31,146,2021
2021_B12552,90,76,58,224,2021
2021_B12553,62,29,42,133,2021
2022_A12554,90,40,54,184,2022
2019_C12555,73,80,24,177,2019
2019_C12556,22,59,72,153,2019
2021_B12557,35,74,44,153,2021
2022_B12558,19,14,23,56,2022
2019_A12559,53,37,77,167,2019
2022_B12560,91,76,45,212,2022
2021_C12561,76,25,62,163,2021
2021_C12562,94,80,61,235,2021
2022_B12563,60,40,55,155,2022
2022_A12564,82,81,59,222,2022
2019_A12565,92,70,52,214,2019
2022_C12566,28,87,62,177,2022
2019_B12567,100,76,51,227,2019
2021_C12568,90,52,94,236,2021
2022_A12569,39,82,50,171,2022
2022_A12570,32,40,34,106,2022
2019_A12571,32,52,66,150,2019
2021_A12572,39,90,25,154,2021
2022_A12573,15,96,71,182,2022
2019_B12574,72,50,62,184,2019
2021_C12575,38,35,80,153,2021
2021_C12576,48,79,62,189,2021
2019_B12577,43,43,52,138,2019
2021_B12578,44,85,89,218,2021
2022_A12579,80,82,78,240,2022
2022_B12580,65,25,99,189,2022
2021_C12581,34,45,68,147,2021
2022_C12582,56,45,43,144,2022
2022_A12583,12,69,40,121,2022
2022_C12584,11,83,89,183,2022
2022_C12585,32,74,94,200,2022
2022_A12586,92,72,64,228,2022
2021_A12587,80,27,47,154,2021
2021_C12588,93,86,52,231,2021
2019_A12589,25,25,30,80,2019
2022_B12590,61,45,77,183,2022
2022_C12591,10,29,57,96,2022
2022_A12592,24,79,46,149,2022
2022_C12593,64,69,52,185,2022
2022_A12594,62,95,83,240,2022
2021_A12595,42,30,49,121,2021
2021_C12596,80,87,74,241,2021
2021_A12597,94,88,36,218,2021
2021_C12598,51,78,92,221,2021
2019_B12599,62,75,84,221,2019
2021_A12600,72,45,94,211,2021
2019_B12601,70,43,24,137,2019
2022_C12602,100,22,66,188,2022
2019_A12603,92,36,65,193,2019
2021_C12604,11,84,81,176,2021
2019_A12605,24,35,96,155,2019
2019_A12606,92,71,39,202,2019
2021_A12607,65,67,90,222,2021
2021_A12608,2,61,33,96,2021
2022_A12609,32,28,95,155,2022
2021_B12610,19,29,34,82,2021
2022_A12611,21,58,80,159,2022
2022_B12612,78,26,42,146,2022
2019_C12613,98,49,33,180,2019
2019_A12614,64,84,85,233,2019
2019_B12615,63,61,58,182,2019
2019_B12616,68,21,94,183,2019
2022_B12617,49,84,60,193,2022
2021_B12618,7,67,48,122,2021
2022_B12619,11,90,74,175,2022
2022_C12620,14,59,47,120,2022
2022_A12621,61,79,27,167,2022
2019_B12622,20,17,75,112,2019
2022_A12623,19,36,78,133,2022
2019_C12624,35,66,62,163,2019
2019_B12625,29,84,50,163,2019
2022_C12626,94,90,35,219,2022
2019_C12627,77,41,50,168,2019
2021_A12628,71,77,50,198,2021
2021_C12629,17,30,98,145,2021
2021_C12630,21,69,21,111,2021
2021_B12631,54,11,39,104,2021
2021_A12632,18,15,27,60,2021
2022_C12633,58,97,67,222,2022
2021_C12634,60,40,63,163,2021
2019_B12635,82,58,75,215,2019
2021_A12636,25,35,25,85,2021
2021_B12637,79,33,53,165,2021
2022_C12638,1,23,79,103,2022
2021_B12639,12,79,21,112,2021
2022_C12640,16,67,82,165,2022
2022_B12641,61,34,54,149,2022
2019_B12642,73,72,57,202,2019
2019_A12643,68,74,83,225,2019
2021_B12644,79,67,23,169,2021
2022_B12645,38,11,30,79,2022
2022_B12646,91,84,95,270,2022
2021_C12647,90,63,91,244,2021
2019_B12648,22,64,96,182,2019
2021_C12649,57,56,35,148,2021
2019_C12650,12,96,70,178,2019
2022_B12651,81,40,52,173,2022
2019_C12652,41,35,28,104,2019
2019_B12653,80,38,55,173,2019
2022_A12654,80,66,68,214,2022
2022_B12655,16,92,61,169,2022
2019_B12656,62,35,54,151,2019
2019_B12657,12,42,68,122,2019
2019_A12658,14,26,47,87,2019
2019_C12659,58,22,95,175,2019
2019_A12660,41,27,97,165,2019
2022_B12661,35,77,54,166,2022
2019_C12662,76,16,82,174,2019
2019_B12663,46,47,58,151,2019
2022_A12664,92,57,96,245,2022
2022_B12665,53,87,87,227,2022
2021_C12666,43,41,89,173,2021
2021_A12667,42,39,70,151,2021
2019_C12668,36,31,93,160,2019
2021_B12669,64,95,50,209,2021
2019_A12670,94,24,86,204,2019
2019_C12671,96,44,82,222,2019
2021_A12672,23,69,23,115,2021
2021_A12673,45,73,96,214,2021
2019_C12674,44,18,42,104,2019
2021_C12675,45,13,41,99,2021
2021_C12676,75,73,77,225,2021
2021_B12677,60,69,73,202,2021
2021_A12678,66,50,87,203,2021
2021_B12679,77,35,34,146,2021
2021_C12680,93,91,98,282,2021
2021_C12681,68,30,23,121,2021
2021_A12682,27,76,73,176,2021
2019_B12683,93,91,42,226,2019
2021_B12684,91,38,70,199,2021
2021_A12685,72,28,46,146,2021
2021_A12686,87,77,78,242,2021
2022_B12687,7,38,46,91,2022
2019_A12688,63,56,72,191,2019
2019_A12689,36,45,56,137,2019
2021_B12690,64,56,23,143,2021
2019_C12691,5,46,36,87,2019
2019_C12692,4,35,69,108,2019
2021_B12693,52,47,65,164,2021
2022_C12694,44,95,63,202,2022
2022_B12695,12,91,90,193,2022
2019_B12696,67,30,75,172,2019
2022_C12697,30,77,33,140,2022
2021_A12698,97,83,53,233,2021
2021_C12699,9,42,87,138,2021
2019_B12700,79,26,48,153,2019
2022_B12701,41,69,39,149,2022
2022_A12702,87,18,74,179,2022
2019_C12703,45,29,48,122,2019
2019_A12704,96,47,39,182,2019
2022_A12705,41,14,79,134,2022
2022_C12706,77,96,36,209,2022
2021_B12707,82,27,26,135,2021
2019_C12708,95,11,37,143,2019
2021_B12709,65,43,31,139,2021
2021_B12710,66,22,61,149,2021
2021_A12711,62,77,62,201,2021
2021_B12712,82,41,84,207,2021
2022_C12713,25,48,77,150,2022
2019_A12714,7,57,39,103,2019
2022_C12715,76,82,51,209,2022
2022_B12716,47,69,41,157,2022
2019_B12717,83,50,28,161,2019
2021_A12718,12,20,48,80,2021
2019_C12719,6,35,55,96,2019
2021_B12720,28,40,61,129,2021
2022_B12721,82,63,87,232,2022
2022_A12722,7,62,24,93,2022
2022_C12723,1,33,95,129,2022
2019_A12724,87,27,41,155,2019
2019_B12725,40,93,30,163,2019
2021_A12726,62,80,64,206,2021
2022_B12727,68,33,63,164,2022
2019_B12728,7,55,43,105,2019
2022_B12729,88,90,99,277,2022
2022_B12730,15,39,45,99,2022
2022_B12731,23,21,53,97,2022
2022_A12732,62,48,64,174,2022
2021_B12733,26,90,45,161,2021
2019_B12734,60,61,89,210,2019
2022_A12735,34,44,47,125,2022
2022_A12736,7,77,85,169,2022
2021_A12737,72,26,41,139,2021
2022_C12738,61,23,38,122,2022
2022_C12739,51,44,46,141,2022
2021_A12740,36,26,48,110,2021
2022_A12741,13,13,71,97,2022
2022_A12742,11,30,41,82,2022
2019_B12743,65,66,63,194,2019
2019_C12744,50,12,49,111,2019
2021_C12745,92,92,39,223,2021
2021_C12746,23,69,26,118,2021
2019_B12747,12,64,39,115,2019
2021_B12748,94,95,60,249,2021
2021_C12749,9,63,46,118,2021
2021_C12750,84,31,63,178,2021
2022_C12751,10,61,46,117,2022
2019_C12752,28,52,53,133,2019
2022_C12753,45,18,33,96,2022
2021_B12754,52,84,83,219,2021
2022_C12755,58,41,62,161,2022
2019_A12756,70,42,43,155,2019
2021_B12757,41,19,55,115,2021
2021_B12758,47,37,81,165,2021
2022_B12759,84,74,30,188,2022
2022_C12760,69,48,51,168,2022
2021_C12761,53,64,24,141,2021
2019_B12762,19,44,60,123,2019
2019_C12763,65,85,91,241,2019
2019_C12764,62,35,24,121,2019
2019_C12765,37,58,91,186,2019
2022_A12766,24,47,65,136,2022
2019_B12767,72,60,70,202,2019
2021_C12768,96,62,30,188,2021
2019_B12769,50,54,39,143,2019
2021_B12770,4,87,71,162,2021
2021_C12771,80,72,37,189,2021
2021_B12772,68,25,70,163,2021
2021_B12773,49,76,84,209,2021
2022_B12774,94,61,39,194,2022
2022_A12775,94,52,60,206,2022
2022_A12776,64,32,96,192,2022
2022_C12777,92,87,63,242,2022
2021_A12778,63,82,99,244,2021
2021_A12779,56,15,39,110,2021
2022_B12780,52,27,66,145,2022
2022_C12781,51,22,75,148,2022
2019_B12782,29,68,81,178,2019
2021_B12783,91,41,78,210,2021
2022_B12784,41,20,86,147,2022
2022_A12785,1,18,39,58,2022
2022_C12786,14,78,94,186,2022
2021_C12787,71,44,81,196,2021
2021_C12788,53,81,30,164,2021
2021_C12789,10,73,34,117,2021
2021_A12790,48,65,50,163,2021
2021_C12791,5,41,43,89,2021
2019_A12792,44,38,31,113,2019
2022_A12793,96,30,88,214,2022
2021_C12794,73,15,99,187,2021
2019_A12795,58,69,72,199,2019
2019_A12796,42,18,47,107,2019
2021_A12797,77,95,36,208,2021
2021_B12798,70,49,30,149,2021
2022_B12799,30,59,53,142,2022
2022_C12800,9,94,41,144,2022
2019_C12801,47,55,76,178,2019
2019_C12802,42,65,72,179,2019
2019_C12803,10,66,35,111,2019
2022_C12804,41,20,65,126,2022
2022_B12805,96,53,47,196,2022
2021_B12806,95,66,63,224,2021
2022_C12807,8,39,65,112,2022
2022_B12808,88,66,84,238,2022
2019_B12809,65,64,39,168,2019
2021_B12810,42,69,86,197,2021
2019_B12811,33,68,67,168,2019
2019_B12812,24,24,94,142,2019
2019_B12813,6,63,46,115,2019
2021_A12814,48,58,48,154,2021
2021_C12815,75,76,74,225,2021
2019_B12816,20,82,34,136,2019
2022_C12817,98,33,92,223,2022
2021_C12818,89,28,52,169,2021
2021_A12819,94,58,55,207,2021
2021_C12820,42,64,65,171,2021
2022_C12821,35,87,90,212,2022
2022_A12822,23,91,79,193,2022
2022_C12823,77,50,30,157,2022
2021_C12824,39,96,86,221,2021
2022_C12825,78,23,97,198,2022
2021_B12826,70,33,74,177,2021
2021_C12827,59,13,99,171,2021
2022_B12828,40,92,84,216,2022
2022_B12829,89,18,23,130,2022
2019_A12830,17,69,84,170,2019
2019_A12831,68,43,38,149,2019
2021_A12832,75,67,35,177,2021
2022_A12833,26,43,71,140,2022
2022_A12834,72,57,42,171,2022
2021_C12835,6,23,85,114,2021
2022_C12836,27,34,83,144,2022
2021_B12837,65,35,95,195,2021
2021_C12838,94,93,55,242,2021
2022_A12839,43,73,81,197,2022
2022_B12840,70,85,97,252,2022
2022_C12841,52,31,49,132,2022
2019_A12842,99,83,56,238,2019
2021_C12843,77,33,69,179,2021
2021_A12844,53,91,88,232,2021
2022_A12845,12,41,57,110,2022
2022_B12846,39,20,98,157,2022
2022_B12847,22,73,81,176,2022
2019_A12848,83,37,82,202,2019
2021_C12849,22,35,44,101,2021
2022_A12850,67,18,55,140,2022
2019_A12851,64,25,87,176,2019
2021_B12852,40,77,22,139,2021
2019_B12853,40,53,56,149,2019
2021_A12854,44,28,40,112,2021
2019_A12855,73,16,74,163,2019
2021_A12856,30,13,65,108,2021
2022_B12857,39,28,78,145,2022
2021_C12858,54,55,38,147,2021
2019_A12859,29,43,39,111,2019
2019_A12860,45,23,22,90,2019
2021_C12861,76,24,36,136,2021
2021_C12862,88,51,52,191,2021
2021_C12863,17,31,40,88,2021
2022_A12864,67,63,35,165,2022
2019_A12865,36,33,79,148,2019
2021_B12866,70,25,29,124,2021
2022_C12867,49,85,56,190,2022
2022_B12868,95,82,38,215,2022
2019_A12869,25,92,76,193,2019
2022_B12870,62,25,50,137,2022
2019_C12871,1,69,56,126,2019
2021_B12872,81,13,80,174,2021
2019_A12873,52,69,47,168,2019
2019_B12874,8,74,50,132,2019
2019_A12875,29,91,38,158,2019
2022_C12876,22,34,70,126,2022
2019_A12877,20,34,24,78,2019
2022_A12878,49,53,42,144,2022
2022_B12879,100,48,39,187,2022
2021_A12880,22,18,61,101,2021
2022_C12881,14,95,64,173,2022
2022_A12882,69,83,43,195,2022
2021_A12883,43,45,29,117,2021
2022_B12884,28,50,83,161,2022
2021_B12885,19,94,62,175,2021
2019_C12886,72,94,30,196,2019
2019_C12887,29,90,23,142,2019
2021_A12888,68,14,57,139,2021
2021_C12889,5,21,90,116,2021
2021_C12890,24,55,32,111,2021
2022_C12891,7,76,46,129,2022
2021_A12892,38,90,84,212,2021
2019_C12893,84,90,53,227,2019
2022_C12894,20,36,28,84,2022
2019_A12895,49,60,49,158,2019
2021_A12896,84,71,87,242,2021
2021_A12897,47,86,21,154,2021
2022_A12898,54,81,44,179,2022
2019_A12899,23,70,90,183,2019
2022_A12900,4,21,29,54,2022
2021_C12901,66,67,80,213,2021
2022_C12902,6,92,49,147,2022
2021_B12903,41,39,63,143,2021
2022_A12904,58,73,42,173,2022
2022_C12905,27,93,63,183,2022
2022_B12906,84,20,67,171,2022
2022_C12907,64,83,65,212,2022
2019_A12908,7,77,55,139,2019
2021_B12909,22,73,32,127,2021
2019_C12910,99,23,66,188,2019
2021_B12911,91,91,70,252,2021
2021_C12912,22,29,30,81,2021
2021_C12913,40,39,43,122,2021
2021_B12914,71,39,85,195,2021
2019_C12915,24,46,48,118,2019
2022_B12916,84,29,85,198,2022
2022_C12917,0,71,40,111,2022
2021_B12918,13,83,95,191,2021
2021_C12919,80,19,92,191,2021
2019_C12920,54,57,54,165,2019
2021_A12921,52,69,25,146,2021
2022_C12922,90,52,63,205,2022
2021_A12923,26,53,96,175,2021
2021_A12924,14,40,73,127,2021
2022_A12925,25,36,66,127,2022
2021_C12926,31,45,61,137,2021
2021_A12927,94,14,45,153,2021
2021_A12928,52,32,70,154,2021
2019_B12929,51,18,52,121,2019
2019_C12930,66,20,68,154,2019
2022_A12931,87,44,98,229,2022
2019_A12932,99,32,67,198,2019
2022_B12933,35,48,45,128,2022
2019_C12934,14,75,38,127,2019
2022_A12935,44,91,89,224,2022
2019_A12936,58,95,93,246,2019
2022_B12937,25,92,51,168,2022
2021_C12938,94,42,94,230,2021
2021_A12939,2,11,62,75,2021
2022_A12940,84,23,28,135,2022
2022_C12941,87,16,63,166,2022
2019_C12942,82,23,37,142,2019
2021_A12943,55,88,36,179,2021
2022_C12944,57,96,30,183,2022
2019_C12945,56,56,76,188,2019
2021_C12946,77,23,65,165,2021
2022_B12947,95,50,72,217,2022
2022_A12948,6,65,92,163,2022
2021_C12949,32,21,42,95,2021
2022_C12950,7,41,78,126,2022
2019_C12951,71,29,57,157,2019
2019_B12952,78,77,77,232,2019
2022_A12953,62,58,54,174,2022
2019_C12954,24,38,65,127,2019
2021_B12955,76,79,83,238,2021
2021_B12956,63,36,40,139,2021
2019_C12957,15,46,49,110,2019
2021_B12958,9,29,60,98,2021
2022_A12959,46,57,91,194,2022
2021_C12960,13,94,30,137,2021
2019_C12961,99,37,22,158,2019
2022_A12962,90,32,98,220,2022
2022_A12963,55,79,99,233,2022
2021_B12964,3,59,90,152,2021
2021_A12965,47,65,77,189,2021
2022_B12966,57,59,39,155,2022
2021_C12967,8,63,37,108,2021
2021_A12968,97,61,94,252,2021
2021_B12969,67,12,32,111,2021
2019_A12970,9,34,48,91,2019
2019_B12971,27,43,88,158,2019
2021_B12972,65,85,31,181,2021
2019_A12973,85,67,92,244,2019
2019_C12974,13,94,52,159,2019
2021_B12975,87,71,75,233,2021
2019_B12976,93,23,59,175,2019
2021_B12977,19,83,66,168,2021
2022_A12978,15,25,78,118,2022
2021_A12979,44,26,63,133,2021
2019_C12980,92,54,32,178,2019
2019_C12981,60,70,73,203,2019
2019_A12982,40,88,49,177,2019
2019_A12983,79,36,73,188,2019
2022_C12984,32,32,76,140,2022
2019_A12985,51,61,42,154,2019
2019_A12986,92,82,39,213,2019
2019_C12987,23,84,30,137,2019
2021_B12988,72,14,83,169,2021
2021_A12989,74,68,82,224,2021
2021_B12990,20,76,55,151,2021
2021_C12991,9,13,59,81,2021
2019_A12992,55,28,99,182,2019
2019_B12993,18,51,70,139,2019
2022_C12994,67,24,89,180,2022
2022_C12995,23,76,96,195,2022
2019_A12996,22,83,93,198,2019
2019_C12997,50,39,32,121,2019
2021_A12998,21,22,42,85,2021
2022_B12999,54,57,41,152,2022
2021_B13000,63,27,32,122,2021
2019_A13001,76,16,95,187,2019
2022_C13002,51,92,48,191,2022
2022_B13003,75,30,49,154,2022
2021_C13004,47,17,37,101,2021
2019_C13005,11,12,67,90,2019
2019_A13006,44,25,31,100,2019
2021_B13007,76,36,58,170,2021
2019_B13008,46,23,29,98,2019
2019_C13009,26,58,84,168,2019
2021_B13010,24,70,28,122,2021
2022_B13011,34,16,38,88,2022
2021_C13012,17,31,72,120,2021
2021_C13013,66,11,98,175,2021
2019_C13014,57,32,53,142,2019
2019_B13015,15,56,91,162,2019
2022_C13016,57,87,72,216,2022
2022_A13017,100,79,92,271,2022
2019_B13018,19,50,87,156,2019
2021_A13019,100,93,41,234,2021
2019_C13020,79,36,67,182,2019
2022_B13021,95,56,46,197,2022
2021_C13022,86,81,65,232,2021
2021_B13023,82,73,58,213,2021
2022_C13024,90,83,48,221,2022
2022_B13025,75,39,25,139,2022
2022_A13026,28,91,98,217,2022
2019_C13027,29,11,50,90,2019
2019_B13028,3,18,27,48,2019
2021_A13029,52,31,86,169,2021
2019_B13030,52,30,52,134,2019
2019_C13031,26,38,97,161,2019
2022_A13032,62,90,53,205,2022
2021_A13033,16,81,53,150,2021
